,fluxes,equ,ec-code,kcat_MW,E
R1559,0.0,dhcrmho_c_m + 2.0 focytb5_m + 2.0 h_m + o2_m --> 2.0 ficytb5_m + 2.0 h2o_m,1.14.19.17,,
R1560,0.0,h2o_x + 2.0 h_x + sph1p_x --> pi_x + sphgn_x,,231.98742030000003,0.0
R1561_num1,0.0,acoa_x + sphgn_x --> coa_x + dhcrmho_c_x + 5.0 h_c,2.3.1.24,,
R1562_num1,0.0,C12146_x + psphings_x --> coa_x + 5.0 h_x + phcrm_hs_x,2.3.1.24,,
R1563,0.0,atp_c + psphings_c --> adp_c + h_c + psph1p_c,2.7.1.91,663.2781855000002,0.0
R1564,0.0,psph1p_m --> 2hhxdal_m + ethamp_m,4.1.2.27,72.94008917,0.0
R1565,0.0,h2o_x + 2.0 h_x + psph1p_x --> pi_x + psphings_x,,269.2195418,0.0
R1566,0.0,g6p_c --> f6p_c,5.3.1.9,17657.900169999994,0.0
R1567_num1,0.0,atp_c + fru_c --> adp_c + f6p_c + h_c,"2.7.1.1,2.7.1.4",1803.7983350000002,0.0
R1568,0.07573769621291385,g6p_c + udpg_c --> h_c + tre6p_c + udp_c,2.4.1.15,119.88755079999999,0.0006317394567452774
R1569,0.07573769621291385,h2o_c + tre6p_c --> pi_c + tre_c,3.1.3.12,117.4616588,0.0006447865370424503
R1570,0.0,h2o_c + tre_c --> 2.0 glc__D_c,3.2.1.28,2026.463004,0.0
R1571_num1,0.0,CELLU_e + h2o_e --> cellb_e,,5502.5660240000025,0.0
R1572_num1,0.0,6.0 CELLU_e --> 2.0 cellb_e + 2.0 glc__D_e,,5502.5660240000025,0.0
R1573,0.0,udpg_c --> amylose_c + udp_c,,670.3591916,0.0
R1574_num1,0.0,STAR_e + h2o_e --> amylose_e + glc__aD_e,3.2.1.33,324.9836663000001,0.0
R1575_num1,0.0,STAR_e + h2o_e --> DEXTRIN_e,,3274.2107899999996,0.0
R1576_num1,0.0,STAR_e + h2o_e --> glc__aD_e,,324.9836663000001,0.0
R1577,0.0,DEXTRIN_e + h2o_e --> glc__aD_e,,3089.218466,0.0
R1578_num1,0.0,STAR_c + pi_c --> amylose_c + g1p_c,2.4.1.1,900.6595982999999,0.0
R1579_num1,0.0,amylose_c + glc__D_c --> 2.0 malt_c,2.4.1.25,324.9836752,0.0
R1580,0.0,13GLUCAN_e + h2o_e --> glc__aD_e,,179.8115768,0.0
R1581_num1,0.0,h2o_c + malt_c --> 2.0 Glc_aD_c,3.2.1.20,1917.404302,0.0
R1582_num1,0.0,h2o_e + malt_e --> 2.0 glc__aD_e,3.2.1.20,1917.404302,0.0
R1583,0.21093115218415917,udpg_c --> 13GLUCAN_c + udp_c,,470.604028,0.0004482136565651307
R1584,0.030098227204259725,udpg_c --> 14GLUCAN_c + udp_c,,670.3591715,4.489865803866267e-05
R1585,0.0,udpg_c --> GLYCO_c + h_c + udp_c,2.4.1.11,,
R1586,0.0,CYCLODEXTIN_e + h2o_e --> C01935_e,,,
R1587_num1,0.0,atp_c + fru_B_c --> adp_c + f6p_c + h_c,2.7.1.4,1914.454107,0.0
R1588,0.0,atp_m + fru_B_m --> adp_m + f6p_m + h_m,2.7.1.4,1123.38476,0.0
R1589,0.0,atp_x + fru_B_x --> adp_x + f6p_x + h_x,2.7.1.4,655.5791843999998,0.0
R1590_num1,0.0,STAR_e --> DEXTRIN_e + malt_e,"3.2.1.1,3.2.1.133,3.2.1.2",2675.679184,0.0
R1591_num1,0.0,C00963_c + h2o_c --> C01335_c + glc__D_c,3.2.1.21,2801.147232,0.0
R1592_num1,0.0,C01935_e + h2o_e --> malt_e,"3.2.1.1,3.2.1.133,3.2.1.2",2447.0821899999996,0.0
R1593_num1,0.0,C01898_e --> cellb_e,"3.2.1.4,3.2.1.91",81.33742613,0.0
R1594,0.0,adpglc_m + h2o_m --> amp_m + g1p_m + 2.0 h_m,,488.7785324,0.0
R1595_num1,0.0,h2o_c + tre6p_c --> g6p_c + glc__D_c,3.2.1.93,3373.145811,0.0
R1596,0.0,HC00229_m + h2o_m --> glc__D_m + glc__aD_m,3.2.1.10,3580.0746630000012,0.0
R1597,0.3822074806427711,g6p_c --> g1p_c,"5.4.2.2,5.4.2.5",5825.347574,6.561110316381116e-05
R1598_num1,-9.45030657894898e-12,Glc_aD_c + atp_c --> adp_c + g6p_c + h_c,"2.7.1.1,2.7.1.2",1699.538446,-5.560513562485764e-15
R1599,0.0,C03024_c + CPD_15263_c + o2_c --> C03161_c + CPD_15264_c + h2o_c,1.14.14.118,,
R1600_num1,0.0,CPD_15264_c + amet_c --> CPD_15262_c + ahcys_c + h_c,2.1.1.293,195.996253,0.0
R1601,0.0,R_3_HYDROXYSTEAROYL_ACPS_c --> OCTADEC_2_ENOYL_ACPS_c + h2o_c,"2.3.1.86,4.2.1.59",240.66603430000004,0.0
R1602,0.0,STEAROYL_ACPS_c + coa_c --> stcoa_c,2.3.1.86,,
R1603,0.011670945434042845,Ssq23epx_c --> lanost_c,5.4.99.7,,
R1604,0.011670945434042845,2.0 h_c + lanost_c + 3.0 nadph_c + 3.0 o2_c --> DCTOL_c + for_c + 4.0 h2o_c + 3.0 nadp_c,1.14.14.154,33.31469247,0.00035032427342838524
R1605,0.011670945434042845,DCTOL_c + h_c + nadph_c --> DCDOL_c + nadp_c,1.3.1.70,,
R1606,0.011670945434042845,DCDOL_c + 2.0 h_c + 3.0 nadph_c + 3.0 o2_c --> DCDA_c + 4.0 h2o_c + 3.0 nadp_c,1.14.18.9,,
R1607,0.011670945434042845,DCDA_c + nadp_c --> CDOL_c + co2_c + nadph_c,1.1.1.170,,
R1608,0.011670945434042845,amet_c + zymst_c --> ahcys_c + fecost_c + h_c,2.1.1.41,24.50432612,0.0004762810198039776
R1609,0.011670945434042845,fecost_c --> epist_c,,2301.170226,5.0717436294705665e-06
R1610,0.011670945434042845,epist_c --> DEHYD_c + 2.0 h_c,1.14.19.20,,
R1611,0.011670945434042845,DEHYD_c + nadph_c --> ergtetrol_c + 3.0 h_c + nadp_c,1.14.19.41,34.74819254,0.00033587201465538
R1612_num1,0.0,ergtetrol_c + h_c + nadph_c --> ergst_c + nadp_c,1.3.1.71,,
R1613,0.0,SEDAG_c + ergst_c --> ERGOSE_c + SEMAG_c,,445.9442296,0.0
R1614,0.0,h_c + nadph_c + zymst_c --> nadp_c + zymstnl_c,1.3.1.72,,
R1615,0.0,DCDOL_c + h_c + nadph_c --> CE2314_c + nadp_c,1.3.1.72,,
R1616,0.0,C22112_c + nadp_c --> C22136_c + co2_c + h_c + nadph_c,1.1.1.170,,
R1617,0.0,C22136_c + h_c + nadph_c --> nadp_c + zymst_c,1.1.1.270,327.8323826,0.0
R1618,0.0,h_c + lanost_c + nadph_c --> CPD_8606_c + nadp_c,1.3.1.72,,
R1619_num1,0.0,zymstnl_x --> CPD_4186_x,5.3.3.5,2109.243316,0.0
R1620,0.0,CPD_4578_c + h_c + nadph_c --> 4mzym_c + nadp_c,1.1.1.270,327.8323826,0.0
R1621_num1,0.0,zymst_x --> 5_ALPHA_CHOLESTA_724_DIEN_3_BETA_OL_x,5.3.3.5,2109.243316,0.0
R1622,0.0,5_ALPHA_CHOLESTA_724_DIEN_3_BETA_OL_c + h_c + nadph_c --> CPD_4186_c + nadp_c,1.3.1.72,,
R1623,0.0,DESMOSTEROL_CPD_c + h_c + nadph_c --> chsterol_c + nadp_c,1.3.1.72,,
R1624,0.0,6.0 fdxrd_c + 6.0 h_c + lanost_c + 3.0 o2_c --> DCTOL_c + 6.0 fdxo_2_2_c + for_c + 4.0 h2o_c,1.14.15.36,33.31469247,0.0
R1625,0.0,CPD_8646_c + h_c + nadph_c --> CPD_4187_c + nadp_c,1.3.1.72,,
R1626,0.0,CPD_4101_m + amet_m --> CPD_4124_m + ahcys_m + h_m,2.1.1.143,661.7688119,0.0
R1627,0.0,CPD_4186_x + 2.0 focytb5_x + 2.0 h_x + o2_x --> CPD_4187_x + 2.0 ficytb5_x + 2.0 h2o_x,1.14.19.20,,
R1628_num1,0.0,accoa_x + chsterol_x --> CHOLESTEROL_ESTERS_x + coa_x,2.3.1.26,,
R1629,0.0,h_x + mergtrol_x + nadph_x --> mfecostrl_x + nadp_x,1.3.1.70,,
R1630_num1,0.0,mfecostrl_x --> CPD_4101_x,5.3.3.5,2109.243316,0.0
R1631,0.0,4mzym_x + 6.0 focytb5_x + 6.0 h_x + 3.0 o2_x --> C22112_x + 6.0 ficytb5_x + 4.0 h2o_x,1.14.18.9,,
R1632,0.011670945434042845,2.0 frdp_c + h_c + nadph_c --> nadp_c + 2.0 ppi_c + sql_c,"2.5.1.21,2.5.1.96,2.5.1.103",11.02178858,0.0010588975962776855
R1633,0.0,2.0 frdp_c --> ppi_c + psqldp_c,2.5.1.103,,
R1634,0.0,h_c + nadph_c + psqldp_c --> nadp_c + ppi_c + sql_c,,10.74694277,0.0
R1635_num1,0.0,dhea_c + nad_c --> AND_c + h_c + nadh_c,"1.1.1.145,5.3.3.1",712.0441609000003,0.0
R1636_num1,0.0,dhea_m + h_m + nadph_m + o2_m --> C05139_m + h2o_m + nadp_m,"1.14.13.-,1.14.14.1",25.09052883,0.0
R1637_num1,0.0,C03024_m + CPD66_23_m + o2_m --> C03161_m + ac_m + dhea_m + h2o_m,1.14.14.32,41.61918455,0.0
R1638_num1,0.0,17_ALPHA_HYDROXYPROGESTERONE_m + C03024_m + o2_m --> AND_m + C03161_m + ac_m + h2o_m,1.14.14.32,41.61918455,0.0
R1639_num1,0.0,AND_x + h_x + nadph_x --> andrstandn_x + nadp_x,1.3.1.22,,
R1640,0.0,estriol_c + nad_c --> C05300_c + h_c + nadh_c,1.1.1.62,271.0732501,0.0
R1641,0.0,C03024_c + PROGESTERONE_c + o2_c --> 17_ALPHA_HYDROXYPROGESTERONE_c + C03161_c + h2o_c,1.14.14.19,41.61918455,0.0
R1642,0.0,estrone_c + h_c + nadh_c + o2_c --> C05298_c + h2o_c + nad_c,1.14.14.1,34.811508,0.0
R1643,0.0,estrone_c + h_c + nadph_c + o2_c --> C05300_c + h2o_c + nadp_c,"1.14.13.-,1.14.14.1",138.9976831,0.0
R1644_num1,0.0,estriol_m + nadp_m --> C05300_m + h_m + nadph_m,1.1.1.62,593.3996125,0.0
R1645_num1,0.0,C03024_m + PROGESTERONE_m + o2_m --> 17_ALPHA_HYDROXYPROGESTERONE_m + C03161_m + h2o_m,1.14.14.19,56.86316554,0.0
R1646_num1,0.0,estrone_m + h_m + nadh_m + o2_m --> C05298_m + h2o_m + nad_m,1.14.14.1,44.03036053,0.0
R1647,0.0,estrone_m + h_m + nadph_m + o2_m --> C05300_m + h2o_m + nadp_m,"1.14.13.-,1.14.14.1",341.0728621,0.0
R1648,0.0,C03024_x + PROGESTERONE_x + o2_x --> 17_ALPHA_HYDROXYPROGESTERONE_x + C03161_x + h2o_x,1.14.14.19,204.001507,0.0
R1649,0.0,estrone_x + h_x + nadh_x + o2_x --> C05298_x + h2o_x + nad_x,1.14.14.1,130.5288588,0.0
R1650,0.0,estrone_x + h_x + nadph_x + o2_x --> C05300_x + h2o_x + nadp_x,"1.14.13.-,1.14.14.1",197.05443069999998,0.0
R1651_num1,0.0,TESTOSTERONE_m + nad_m --> AND_m + h_m + nadh_m,1.1.1.239,1014.0488210000001,0.0
R1652_num1,0.0,ERGOSE_c + h2o_c --> ergst_c + h_c + 0.3211 hdca_c + 0.3061 lnlc_c + 0.3122 lnlnca_c + 0.0606 ocdcea_c,,1002.1527289999999,0.0
R1653_num1,0.0,lanost_x + ocdce9coa_x --> CPD_16016_x + coa_x,2.3.1.26,,
R1654_num1,0.0,CPD_16016_c + h2o_c --> h_c + lanost_c + ocdcea_c,3.1.1.13,1641.5873789999994,0.0
R1655_num1,0.0,ergst_x + ocdce9coa_x --> CPD_16017_x + coa_x,2.3.1.26,,
R1656_num1,0.0,CPD_16017_c + h2o_c --> ergst_c + h_c + ocdcea_c,3.1.1.13,1641.5873789999994,0.0
R1657_num1,0.0,accoa_c + amet_c + 3.0 h_c + 3.0 malcoa_c + nadph_c --> CPD_18145_c + ahcys_c + 3.0 co2_c + 4.0 coa_c + h2o_c + nadp_c,,72.33859158,0.0
R1658,0.018238391288569394,g6p_c --> mi3p__D_c,5.5.1.4,120.84235349999999,0.00015092714400476647
R1659_num1,0.0,h2o_c + mi3p__D_c --> inost_c + pi_c,3.1.3.25,580.5122347999999,0.0
R1660_num1,0.0,PHAN_c + 2.0 h2o_c --> nh4_c + pac_c,3.5.5.1,2400.934503,0.0
R1661_num1,0.0,h2o_e + sucr_e --> fru_B_e + glc__D_e,"3.2.1.26,3.2.1.48",1753.590716,0.0
R1662,0.0,ETR_QUINONES_m + gthrd_m + h2s_m --> CPD_11281_m + ETR_QUINOLS_m,1.8.5.8,4403.05739,0.0
R1663,0.0,CPD_11281_m + o2_m --> CPD_17866_m + h_m,,5525.969331,0.0
R1664,0.004837870462939431,5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,1.8.1.2,117.8612877,4.104715430611599e-05
R1665,0.004837870462939431,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,1.8.4.8,568.6622681,8.507458177423309e-06
R1666,0.0,ch4s_c + h2o_c + o2_c --> fald_c + h2o2_c + h2s_c,1.8.3.4,,
R1667_num1,0.0,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + 2.0 h_c + so3_c,"1.14.14.34,1.14.14.5",489.6433852,0.0
R1668,0.0,P_BENZOQUINONE_m + gthrd_m + h2s_m --> CPD_11281_m + hqn_m,1.8.5.8,4403.05739,0.0
R1669_num1,0.0,h2o_c + paps_c --> aps_c + pi_c,,946.8188964,0.0
R1670_num1,0.0,h2o_m + paps_m --> aps_m + pi_m,,724.5405853,0.0
R1671_num1,0.0,dms_c + h_c + nadh_c + o2_c --> ch4s_c + fald_c + h2o_c + nad_c,1.14.13.131,96.25538197,0.0
R1672_num1,0.0,aps_c + pi_c --> adp_c + h_c + so4_c,2.7.7.5,3731.3590990000002,0.0
R1673,0.0,h2o_m + o2_m + so3_c --> h2o2_m + so4_m,1.8.3.1,390.4686366,0.0
R1674_num1,0.0,ALKANESULFONATES_c + fmnh2_c + o2_c --> aldehyde_c + fmn_c + h2o_c + 2.0 h_c + so3_c,1.14.14.5,836.7430517000001,0.0
R1675,0.0,cyan_m + tsul_m --> 2.0 h_m + so3_c + tcynt_m,2.8.1.1,2319.2320579999996,0.0
R1676,0.0,4abutn_c --> CE1944_c + h2o_c,2.6.1.82,,
R1677_num1,0.0,acac_m + succoa_m --> aacoa_m + succ_m,2.8.3.5,2743.456219,0.0
R1678_num1,0.0,3oxoadp_m + succoa_m --> oxadpcoa_m + succ_m,2.8.3.5,2935.981629,0.0
R1679,0.0,H3MCOA_m --> acac_m + accoa_m,4.1.3.4,619.0174887999998,0.0
R1680,0.07002567260425707,aacoa_c + accoa_c + h2o_c --> H3MCOA_c + coa_c + h_c,2.3.3.10,428.81285210000004,0.0001633012449634484
R1681,0.0,pyr_c + taur_c --> SULFACAL_c + ala__L_c,2.6.1.77,,
R1682_num1,0.0,Lcyst_c + h_c --> co2_c + taur_c,4.1.1.29,77.22126352,0.0
R1683,0.0,SULFACAL_c + h_c + nadph_c --> istnt_c + nadp_c,1.1.1.313,,
R1684,0.0,3SALA_c + h_c --> HYPOTAURINE_c + co2_c,4.1.1.29,81.95845488,0.0
R1685,0.0,ac_c + atp_c --> actp_c + adp_c,"2.7.2.1,2.7.2.15",6443.061597,0.0
R1686_num1,0.0,akg_c + o2_c + taur_c --> amacald_c + co2_c + h_c + so3_c + succ_c,1.14.11.17,197.6473673,0.0
R1687,0.0,3.0 amet_c + cys__L_c + his__L_c + o2_c --> 3.0 ahcys_c + h2o_c + 3.0 h_c + hercyso_c,"1.14.99.51,2.1.1.44",64.29028365,0.0
R1688,0.0,2.0 h_c + hercyso_c --> ergoth_c + nh4_c + pyr_c,4.4.1.-,,
R1689_num1,0.0,ACPYR_c + h2o_c --> ac_c + 2.0 h_c + pyr_c,3.7.1.6,,
R1690_num1,0.07002567260425707,H3MCOA_c + 2.0 h_c + 2.0 nadph_c --> coa_c + mev__R_c + 2.0 nadp_c,1.1.1.34,1115.384529,6.278164236959493e-05
R1691_num1,0.0,atp_c + mev__R_c --> 5pmev_c + adp_c + h_c,2.7.1.36,436.9080374,0.0
R1692,0.07002567260425707,5pmev_c + atp_c --> 5dpmev_c + adp_c,2.7.4.2,209.5472541,0.0003341760449451629
R1693,0.07002567260425707,5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c,4.1.1.33,463.62827139999996,0.00015103840064110697
R1694,0.02334189086808569,ipdp_c --> dmpp_c,5.3.3.2,706.1802877,3.3053727602775864e-05
R1695_num1,0.0,dmpp_c + ipdp_c --> grdp_c + ppi_c,2.5.1.1,27.14146681,0.0
R1696_num1,0.0,grdp_c + ipdp_c --> frdp_c + ppi_c,2.5.1.10,74.07233867,0.0
R1697_num1,0.0,frdp_c + ipdp_c --> ggdp_c + ppi_c,2.5.1.29,63.82837617,0.0
R1698,0.0,citr__L_c --> citr__L_m,,2080.221664,0.0
R1699,0.0,ggdp_m + 2.0 ipdp_m --> hexdp_m + 2.0 ppi_m,2.5.1.82,,
R1700,0.0,frdp_m + 3.0 ipdp_m --> hexdp_m + 3.0 ppi_m,2.5.1.83,,
R1701,0.0,frdp_c + h2o_c --> 2_TRANS6_TRANS_FARNESOL_c + ppi_c,3.1.7.6,,
R1702,0.0,CPD_15776_c + h2o_c --> 4mhetz_c + CPD_15778_c + h_c,,796.8082766,0.0
R1703_num1,0.0,4AMPM_c + atp_c --> 2mahmp_c + adp_c,2.7.4.7,322.6240262,0.0
R1704_num1,0.0,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,2.7.1.50,,
R1705_num1,0.0,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,2.5.1.3,328.88439439999996,0.0
R1706_num1,0.0,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,"3.6.1.15,3.6.1.-",832.9765539,0.0
R1707_num1,0.0,h2o_c + thmmp_c --> THM_c + pi_c,"3.1.3.1,3.1.3.2,3.1.3.100",1519.400849,0.0
R1708,0.0,THM_c + atp_c --> amp_c + h_c + thmpp_c,2.7.6.2,1855.327304,0.0
R1709,0.0,his__L_c + pydx5p_c --> 4AMPM_c,,1087.405591,0.0
R1710,0.01671567656505279,h2o_c + mnl1p_c --> mnl_c + pi_c,3.1.3.22,1387.3814960000002,1.2048363491401784e-05
R1711_num1,0.0,5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_m + amet_m --> AMINO_HYDROXYMETHYL_METHYL_PYR_P_m + co_m + dad_5_m + for_m + 3.0 h_m + met__L_m,4.1.99.17,250.4755577,0.0
R1712_num1,0.0,5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_c + amet_c --> AMINO_HYDROXYMETHYL_METHYL_PYR_P_c + co_c + dad_2_c + for_c + 3.0 h_c + met__L_c,4.1.99.17,576.0247801,0.0
R1713,0.0,dhgly_c + h2o_c --> glx_c + nh4_c,1.4.3.19,,
R1714,0.0,adp_c + thmpp_c --> amp_c + thmtp_c,2.7.4.3,655.4142780000002,0.0
R1715,0.0,adp_m + thmpp_m --> amp_m + thmtp_m,2.7.4.3,1489.79051,0.0
R1716,0.0,CPD_13578_c + h2o_c --> 4ahmmp_c + nh4_c,3.5.99.2,796.8082766,0.0
R1717,0.0,4ahmmp_c + atp_c --> AMINO_HYDROXYMETHYL_METHYL_PYR_P_c + adp_c + h_c,2.7.1.49,796.8082766,0.0
R1718,0.0,CYSTEINE_DESULFURASE_L_CYSTEINE_m + cys__L_m --> L_CYSTEINE_DESULFURASE_PERSULFIDE_m + ala__L_m,,721.440626,0.0
R1719_num1,0.0,man6p_c --> f6p_c,5.3.1.8,2299.1396649999997,0.0
R1720_num1,0.0,MAGLYP_c + h2o_c --> MAGLY_c + pi_c,3.1.3.2,1519.400849,0.0
R1721,0.0,ADT_c + h2o_c --> 4mpetz_c + amp_c + co2_c + h_c,,166.3295368,0.0
R1722,0.0,2.0 THIOLS_m + tsul_m --> DISULFIDES_m + h2s_m + h_m + so3_c,2.8.1.3,,
R1723,0.0,4hglusa_m + h2o_m + nad_m --> e4hglu_m + 2.0 h_m + nadh_m,,349.23659169999996,0.0
R1724,0.0,pi_m + tre_m --> g1p_m + glc__aD_m,2.4.1.231,1038.095652,0.0
R1725,0.0,CARBOXYADENYLATED_URM1_c + DONOR_H2_c + MOCS3_S_SULFANYLCYSTEINE_c --> MOCS3_L_CYSTEINE_c + THIOCARBOXYLATED_URM1_c + amp_c + h_c,,1226.896168,0.0
R1726,0.0,MOCS3_L_CYSTEINE_c + TUM1_S_SULFANYLCYSTEINE_c --> MOCS3_S_SULFANYLCYSTEINE_c + TUM1_L_CYSTEINE_c,,1226.896168,0.0
R1727,0.0,URM1_c + atp_c + h_c --> CARBOXYADENYLATED_URM1_c + ppi_c,,1226.896168,0.0
R1728,0.0,5_2_ME_OXY_2_OXO_ET_UR_34_TRNA_m + THIOCARBOXYLATED_URM1_m + atp_m + h2o_m --> MCM5S2U_34_TRNA_m + URM1_m + amp_m + 2.0 h_m + ppi_m,,341.3698738,0.0
R1729,0.0,CARBO_ME_UR_34_TRNA_m + amet_m --> 5_2_ME_OXY_2_OXO_ET_UR_34_TRNA_m + ahcys_m,2.1.1.229,,
R1730,0.0,L_CYSTEINE_DESULFURASE_PERSULFIDE_m + TUM1_L_CYSTEINE_m --> CYSTEINE_DESULFURASE_L_CYSTEINE_m + TUM1_S_SULFANYLCYSTEINE_m,,2251.208485,0.0
R1731_num1,0.0,BAMN_c + h2o_c + o2_c --> bzal_c + h2o2_c + nh4_c,1.4.3.21,1282.671578,0.0
R1732_num1,0.0,BUTN_c + h2o_c + o2_c --> btal_c + h2o2_c + nh4_c,1.4.3.21,1282.671578,0.0
R1733_num1,0.0,PENN_c + h2o_c + o2_c --> h2o2_c + nh4_c + ptal_c,1.4.3.21,1282.671578,0.0
R1734,0.0,L2aadp6sa_m --> h2o_m + h_m + thp2c_m,,,
R1735_num1,0.0,o2_c + trp__L_c --> Lfmkynr_c,"1.13.11.11,1.13.11.52",861.3510329,0.0
R1737,0.0,Lkynr_c + h2o_c --> ala__L_c + anth_c + h_c,3.7.1.3,168.2430257,0.0
R1738,0.0,Lkynr_c + h_c + nadph_c + o2_c --> h2o_c + hLkynr_c + nadp_c,1.14.13.9,69.69568523,0.0
R1739,0.0,h2o_c + hLkynr_c --> 3hanthrn_c + ala__L_c + h_c,3.7.1.3,163.30843480000001,0.0
R1740_num1,0.0,2.0 h2o_c + ind3acnl_c --> ind3ac_c + nh4_c,3.5.5.1,1536.218702,0.0
R1741,0.0,3hanthrn_c + o2_c --> cmusa_c,1.13.11.6,3754.418647,0.0
R1742,0.0,Lkynr_m + akg_m --> CPD_476_m + glu__L_m,2.6.1.7,8650.06093,0.0
R1743,0.0,h_c + indpyr_c --> co2_c + id3acald_c,4.1.1.74,661.8673615,0.0
R1744,0.0,cmusa_c + h_c --> am6sa_c + co2_c,4.1.1.45,2790.860348,0.0
R1745_num1,0.0,2.0 3hanthrn_c + 4.0 o2_c --> C05640_c + 2.0 h2o2_c + 2.0 o2s_c,"1.11.1.21,1.11.1.6",1457.252213,0.0
R1746,0.0,3hanthrn_c + amet_c --> C05831_c + ahcys_c,2.1.1.-,,
R1747_num1,0.0,C03024_c + N_ACETYL_5_METHOXY_TRYPTAMINE_c + o2_c --> C03161_c + CPD_12014_c + h2o_c,1.14.14.1,393.40895539999997,0.0
R1748,0.0,C02470_c + amet_c + h_c --> C05830_c + ahcys_c,2.1.1.-,,
R1749,0.0,akg_c + hLkynr_c --> CPD_11552_c + glu__L_c,2.6.1.7,1522.307063,0.0
R1750,0.0,h2o_m + ian_m --> iad_m,4.2.1.84,4002.11387,0.0
R1751,0.0,h_m + indpyr_m + nadph_m + o2_m --> co2_m + h2o_m + ind3ac_m + nadp_m,1.14.13.168,106.69497290000001,0.0
R1752_num1,0.0,h2o_m + iad_m --> ind3ac_m + nh4_m,3.5.1.4,1267.541747,0.0
R1753,0.0,h2o_c + iad_c --> ind3ac_c + nh4_c,3.5.1.4,2462.419147,0.0
R1754_num1,0.0,akg_m + trp__L_m --> glu__L_m + indpyr_m,2.6.1.27,2159.024505,0.0
R1755_num1,0.0,h_c + id3acald_c + nadh_c --> ind3eth_c + nad_c,1.1.1.190,,
R1756_num1,0.0,h2o_c + id3acald_c + nad_c --> 2.0 h_c + ind3ac_c + nadh_c,1.2.1.3,1248.25753,0.0
R1757_num1,0.0,am6sa_c + h2o_c + nad_c --> amuco_c + 2.0 h_c + nadh_c,1.2.1.32,991.9988204,0.0
R1758,0.0,h2o_c + id3acald_c + o2_c --> h2o2_c + h_c + ind3ac_c,1.2.3.7,,
R1759,0.0,amuco_c + h2o_c --> CPD_8742_c + nh4_c,3.5.99.5,11764.55304,0.0
R1760,0.0,am6sa_m + h2o_m + nad_m --> amuco_m + 2.0 h_m + nadh_m,1.2.1.32,1211.6458109999999,0.0
R1761,0.0,Lfmkynr_c + h2o_c --> Lkynr_c + for_c + h_c,3.5.1.9,1522.307063,0.0
R1762,0.0,h_c + trp__L_c --> co2_c + trypta_c,4.1.1.105,100.90850440000001,0.0
R1763,0.0,2.0 LDOPA_c + o2_c --> 2.0 DQ_c + 2.0 h2o_c,"1.10.3.1,1.14.18.1",2337.970428,0.0
R1764,0.0,fumpyr_c + h2o_c --> fum_c + h_c + pyr_c,3.7.1.5,,
R1765_num1,0.0,4hoxpacd_c + h2o_c + nad_c --> 4hoxpac_c + 2.0 h_c + nadh_c,1.2.1.53,,
R1766,0.0,CPD_804_m --> pyr_m + sucsal_m,4.1.2.52,3902.137736,0.0
R1767_num1,0.0,HC00460_m + o2_m --> CPD_1070_m + h_m,1.13.11.4,2885.5062,0.0
R1768,0.0,pyr_m + sucsal_m --> 24dhhed_m,4.1.2.52,2990.286893,0.0
R1769,0.0,HC00460_c + h2o2_c + h_c --> HC01522_c + h2o_c + o2_c,1.2.3.1,1838.7343489999998,0.0
R1770_num1,0.0,4hoxpacd_c + h2o_c + nadp_c --> 4hoxpac_c + 2.0 h_c + nadph_c,1.2.1.5,943.9130679,0.0
R1771_num1,0.0,34dhpac_c + h2o_c + nadp_c --> 34dhpha_c + 2.0 h_c + nadph_c,1.2.1.5,943.9130679,0.0
R1772,0.0,CPD_8652_c + DQ_c --> LDOPA_c + L_DOPACHROME_c,,,
R1773,0.0,L_DOPACHROME_c + h_c --> DIHYDROXYINDOLE_c + co2_c,,,
R1774,0.0,4hoxpacd_c + h_c + nadh_c --> CPD3O_4151_c + nad_c,1.1.1.1,15075.254509999999,0.0
R1775_num1,0.0,h2o_c + o2_c + tym_c --> 4hoxpacd_c + h2o2_c + nh4_c,1.4.3.4,952.4245622000001,0.0
R1776,0.0,LDOPA_c + o2_c --> CPD_253_c + h_c,1.13.11.29,,
R1777,0.0,DQ_c --> CPD_8652_c + h_c,,,
R1778,0.0,o2_c + 2.0 tyr__L_c --> 2.0 LDOPA_c,"1.10.3.1,1.14.18.1",2337.970428,0.0
R1779_num1,0.0,dopa_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + nh4_c,"1.4.3.4,1.4.3.21,1.4.9.2",871.0540992000001,0.0
R1780_num1,0.0,2.0 h_c + o2_c + tyr__L_c --> LDOPA_c + h2o_c,1.14.18.1,2337.970428,0.0
R1781_num1,0.0,LDOPA_c + h_c --> co2_c + dopa_c,"4.1.1.25,4.1.1.28",131.1123465,0.0
